ORF,Gene,Control Median,Control STD,Control Localization,Repeat 1 Median,Repeat 1 STD,Repeat 1 Localization,Repeat 2 Median,Repeat 2 STD,Repeat 2 Localization,DTT Median,DTT STD,DTT FoldChange,DTT Localization,H2O2 Median,H2O2 STD,H2O2 FoldChange,H2O2 Localization,Starvation Median,Starvation STD,Starvation FoldChange,Starvation Localization,Description
YFL019C,YFL019C,15.61,3.701949505,below threshold,14.753788,3.724797493,below threshold,16.477678,3.497437069,below threshold,15.8,5.64,1.01,cytosol,16.94,4.13,1.08,cytosol,15.52,3.5,0.99,cytosol,Dubious open reading frame unlikely to encode a protein; YFL019C is not an essential gene
YJL126W,NIT2,13.77,3.380706678,below threshold,14.761683,3.677857724,below threshold,12.798077,3.157235765,below threshold,14.55,4.95,1.05,cytosol,16.96,3.63,1.23,cytosol,16.47,7.81,1.19,cytosol,"Nit protein, one of two proteins in S. cerevisiae with similarity to the Nit domain of NitFhit from fly and worm and to the mouse and human Nit protein which interacts with the Fhit tumor suppressor; nitrilase superfamily member"
YJL210W,PEX2,14.09,4.211417341,below threshold,14.780328,4.901362139,below threshold,13.4,3.027707512,below threshold,15.29,6.02,1.08,cytosol,13.56,2.52,0.96,cytosol,17.35,5.77,1.23,cytosol,"RING-finger peroxin, peroxisomal membrane protein with a C-terminal zinc-binding RING domain, forms translocation subcomplex with Pex10p and Pex12p which functions in peroxisomal matrix protein import"
YLR252W,YLR252W,15.03,4.080807131,below threshold,14.780336,4.029268009,below threshold,15.293173,4.13456201,below threshold,16.57,5.88,1.1,cytosol,18.59,3.71,1.23,cytosol,16.46,4.38,1.09,cytosol,"Dubious open reading frame unlikely to encode a protein, based on experimental and comparative sequence data; partially overlaps the verified gene SYM1, a mitochondrial protein involved in ethanol metabolism"
YBL073W,YBL073W,14.2,3.921440006,below threshold,14.7864555,3.909337404,below threshold,13.626364,3.887648632,below threshold,16.35,5.83,1.15,cytosol,15.44,3.33,1.08,cytosol,18.75,9.79,1.32,cytosol,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the essential gene AAR2/YBL074C"
YEL072W,RMD6,17.82,4.582265574,below threshold,14.789809,3.135315483,below threshold,20.8771745,4.443044235,cytosol,17.61,6.81,0.98,cytosol,16.14,2.72,0.9,cytosol,16.98,3.07,0.95,cytosol,Protein required for sporulation
YIL059C,YIL059C,14.84,3.433392128,below threshold,14.790244,3.210745749,below threshold,14.905405,3.673660879,below threshold,16.14,5.18,1.08,cytosol,17.6,3.33,1.18,cytosol,15.52,5.25,1.04,cytosol,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YIL060W"
YER099C,PRS2,14.79,7.971759806,below threshold,14.797048,4.700744908,below threshold,NA,NA,technical problem,NA,NA,NA,cytosol,NA,NA,NA,cytosol,NA,NA,NA,technical problem,"5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase, synthesizes PRPP, which is required for nucleotide, histidine, and tryptophan biosynthesis; one of five related enzymes, which are active as heteromultimeric complexes"
YIR032C,DAL3,14.48,3.929466447,below threshold,14.798388,4.402102453,below threshold,14.183674,3.542735075,below threshold,16.51,5.56,1.13,cytosol,15.97,3.11,1.1,cytosol,19.07,7.35,1.31,cytosol,"Ureidoglycolate hydrolase, converts ureidoglycolate to glyoxylate and urea in the third step of allantoin degradation; expression sensitive to nitrogen catabolite repression"
YHR185C,PFS1,18.34,5.266120955,below threshold,14.799353,4.228407828,below threshold,21.90625,4.274670547,cytosol,16.16,6.26,0.88,cytosol,13.75,3.16,0.74,cytosol,16.6,3.26,0.9,cytosol,"Sporulation protein required for prospore membrane formation at selected spindle poles, ensures functionality of all four spindle pole bodies during meiosis II; not required for meiotic recombination or meiotic chromosome segregation"
YBR295W,PCA1,14.55,4.053780783,below threshold,14.799553,3.950230959,below threshold,14.337336,4.118872065,below threshold,17.52,5.36,1.2,cytosol,16.26,3.55,1.11,cytosol,14.98,3.71,1.02,cytosol,"Cadmium transporting P-type ATPase; may also have a role in copper and iron homeostasis; stabilized by Cd binding, which prevents ubiquitination; S288C and other lab strains contain a G970R mutation which eliminates Cd transport function"
YDR503C,LPP1,14.3,3.441878553,below threshold,14.8,3.399867649,below threshold,13.809556,3.449294749,below threshold,15.09,4.35,1.05,cytosol,13.89,2.94,0.97,cytosol,19.44,7.05,1.35,cytosol,"Lipid phosphate phosphatase, catalyzes Mg(2+)-independent dephosphorylation of phosphatidic acid (PA), lysophosphatidic acid, and diacylglycerol pyrophosphate; involved in control of the cellular levels of phosphatidylinositol and PA"
YNL210W,MER1,15.39,3.943279746,below threshold,14.8039255,3.869266575,below threshold,15.981595,3.968651424,below threshold,16.06,6.46,1.04,cytosol,17.78,3.67,1.15,cytosol,15.7,4.15,1.02,cytosol,Protein with RNA-binding motifs required for meiosis-specific mRNA splicing; required for chromosome pairing and meiotic recombination
YPL257W,YPL257W,16.61,4.792831659,below threshold,14.807407,4.771429237,below threshold,18.427555,4.308802496,below threshold,14.3,5.63,0.86,cytosol,16.03,3.93,0.96,cytosol,14.81,3.2,0.89,cytosol,Putative protein of unknown function; homozygous diploid deletion strain exhibits low budding index; physically interacts with Hsp82p; YPL257W is not an essential gene
YPL102C,YPL102C,15.09,3.87953288,below threshold,14.8076675,4.138296667,below threshold,15.391485,3.58865398,below threshold,19.3,6.1,1.27,cytosol,16.02,3.01,1.06,cytosol,15.14,2.79,1,cytosol,"Dubious open reading frame, not conserved in closely related Saccharomyces species; deletion mutation enhances replication of Brome mosaic virus in S. cerevisiae, but this is likely due to effects on the overlapping gene ELP4"
YFR056C,YFR056C,14.97,3.89174608,below threshold,14.8098535,4.01813544,below threshold,15.153217,3.632404079,below threshold,16.09,5.25,1.07,cytosol,17.2,3.57,1.14,cytosol,16.4,6.15,1.09,cytosol,Dubious open reading frame unlikely to encode a protein based on available experimental and comparative sequence data; partially overlaps the uncharacterized gene YFR055W
YNL124W,NAF1,15.8,3.996357322,below threshold,14.810552,3.974262467,below threshold,16.802213,3.774342052,below threshold,17.44,5.73,1.1,cytosol,17.68,3.54,1.11,cytosol,16.4,5.97,1.03,cytosol,"RNA-binding protein required for the assembly of box H/ACA snoRNPs and thus for pre-rRNA processing, forms a complex with Shq1p and interacts with H/ACA snoRNP components Nhp2p and Cbf5p; similar to Gar1p"
YGL260W,YGL260W,15.7,4.022836736,below threshold,14.8115095,3.779174193,below threshold,16.595959,4.224133888,below threshold,16.78,5.81,1.06,cytosol,15.97,2.61,1.01,cytosol,14.37,3.06,0.91,cytosol,Putative protein of unknown function; transcription is significantly increased in a NAP1 deletion background; deletion mutant has increased accumulation of nickel and selenium
YAL013W,DEP1,14.3,3.711385579,below threshold,14.812949,3.3676498,below threshold,13.8027525,3.925424199,below threshold,16.97,5.49,1.18,cytosol,17.02,2.97,1.19,cytosol,25.08,6.92,1.75,cytosol,"Transcriptional modulator involved in regulation of structural phospholipid biosynthesis genes and metabolically unrelated genes, as well as maintenance of telomeres, mating efficiency, and sporulation"
YKL224C,PAU16,15.83,4.39517602,below threshold,14.815385,4.358152749,below threshold,16.8595725,4.270687747,below threshold,15.67,5.83,0.98,cytosol,17.04,3.53,1.07,cytosol,15.28,3,0.96,cytosol,"Protein of unknown function, member of the seripauperin multigene family encoded mainly in subtelomeric regions"
YGR296W,YRF1-3,15.58,3.749241667,below threshold,14.8163735,3.056910184,below threshold,16.355215,3.867675496,below threshold,16.36,5.06,1.04,cytosol,17.34,3.96,1.11,cytosol,16.94,3.26,1.08,cytosol,"Helicase encoded by the Y' element of subtelomeric regions, highly expressed in the mutants lacking the telomerase component TLC1; potentially phosphorylated by Cdc28p"
YBR104W,YMC2,14.7,3.041600864,below threshold,14.8195005,3.069608657,below threshold,14.601227,3.015124012,below threshold,13.47,4.34,0.91,cytosol,15.25,2.6,1.03,cytosol,14.82,3.71,1,cytosol,"Mitochondrial protein, putative inner membrane transporter with a role in oleate metabolism and glutamate biosynthesis; member of the mitochondrial carrier (MCF) family; has similarity with Ymc1p"
YNL115C,YNL115C,14.97,4.475558758,below threshold,14.8222285,4.442017441,below threshold,15.127966,4.513433968,below threshold,14.1,4.51,0.94,cytosol,15.62,2.8,1.04,cytosol,22.1,4.07,1.47,vacuole,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to mitochondria; YNL115C is not an essential gene
YAL046C,AIM1,15.75,3.937993249,below threshold,14.8265695,4.060316392,below threshold,16.680645,3.509983017,below threshold,16.31,5.5,1.03,cytosol,14.73,3.21,0.93,cytosol,16.96,5.02,1.07,cytosol,Protein involved in mitochondrial function or organization; null mutant displays elevated frequency of mitochondrial genome loss
YAL004W,YAL004W,16.68,4.353473911,below threshold,14.834355,4.006016224,below threshold,18.538116,3.923077214,below threshold,16.18,5.39,0.97,cytosol,14.11,2.58,0.84,cytosol,15.85,2.93,0.95,cytosol,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; completely overlaps verified gene SSA1/YAL005C"
YMR272C,SCS7,15.32,3.721245966,below threshold,14.8386315,3.682634925,below threshold,15.8163625,3.700488741,below threshold,17,5.18,1.1,cytosol,17.07,4.21,1.11,cytosol,25.17,6.6,1.64,cytosol,"Sphingolipid alpha-hydroxylase, functions in the alpha-hydroxylation of sphingolipid-associated very long chain fatty acids, has both cytochrome b5-like and hydroxylase/desaturase domains, not essential for growth"
YER039C,HVG1,14.08,3.989483114,below threshold,14.8391005,4.401111839,below threshold,13.336449,3.372636269,below threshold,14.79,4.73,1.04,cytosol,14.95,2.71,1.06,cytosol,18.19,6.32,1.29,cytosol,"Protein of unknown function, has homology to Vrg4p"
YOR194C,TOA1,15.78,4.659631005,below threshold,14.8398735,5.100249517,below threshold,16.73494,4.047834187,below threshold,16.57,5.42,1.04,cytosol,16.29,2.88,1.03,cytosol,19.59,4.93,1.24,cytosol,"TFIIA large subunit; involved in transcriptional activation, acts as antirepressor or as coactivator; homologous to largest and second largest subunits of human and Drosophila TFIIA"
YDR162C,NBP2,18.24,6.253049134,below threshold,14.8413405,4.326309672,below threshold,21.644903,5.837930056,cytosol,17.12,7.9,0.93,cytosol,15.1,3.13,0.82,cytosol,16.99,2.91,0.93,cytosol,"Protein involved in the HOG (high osmolarity glycerol) pathway, negatively regulates Hog1p by recruitment of phosphatase Ptc1p the Pbs2p-Hog1p complex, found in the nucleus and cytoplasm, contains an SH3 domain that binds Pbs2p"
YHL046C,PAU13,14.82,3.93223061,below threshold,14.841726,4.23028046,below threshold,14.802919,3.667633376,below threshold,16.53,6.13,1.11,cytosol,15.88,3.18,1.07,cytosol,16.96,8.28,1.14,cytosol,"Protein of unknown function, member of the seripauperin multigene family encoded mainly in subtelomeric regions; expression is induced after ethanol shock"
YHR053C,CUP1-1,14.79,3.45980746,below threshold,14.849558,3.435273903,below threshold,14.756958,3.49266866,below threshold,17.3,6.25,1.16,cytosol,15.94,3.83,1.07,cytosol,15.59,2.9,1.05,cytosol,"Metallothionein, binds copper and mediates resistance to high concentrations of copper and cadmium; locus is variably amplified in different strains, with two copies, CUP1-1 and CUP1-2, in the genomic sequence reference strain S288C"
YJL120W,YJL120W,15.03,3.477701971,below threshold,14.854167,4.000198594,below threshold,15.228261,3.274755898,below threshold,16.61,6.84,1.1,cytosol,16.73,3.81,1.11,cytosol,19.78,5.48,1.31,cytosol,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YJL121C/RPE1; deletion confers sensitivity to GSAO"
YPR119W,CLB2,15.88,4.565791673,below threshold,14.854769,4.273031563,below threshold,16.910792,4.541766156,below threshold,17.53,5.55,1.1,cytosol,18.39,3.75,1.15,cytosol,13.33,2.77,0.83,cytosol,"B-type cyclin involved in cell cycle progression; activates Cdc28p to promote the transition from G2 to M phase; accumulates during G2 and M, then targeted via a destruction box motif for ubiquitin-mediated degradation by the proteasome"
YJL007C,YJL007C,15.4,3.873278358,below threshold,14.858268,4.0096756,below threshold,15.965218,3.764146321,below threshold,17.32,5.68,1.12,cytosol,16.37,3.34,1.06,cytosol,16.23,4.53,1.05,cytosol,"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data"
YPL251W,YPL251W,14.85,3.67231418,below threshold,14.861111,3.830450253,below threshold,14.841791,3.446811313,below threshold,15.2,5.01,1.02,cytosol,17.34,3.7,1.16,cytosol,15.1,4.72,1.01,cytosol,"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps 5' end of the verified, essential gene YAH1/YPL252C"
YGR265W,YGR265W,14.46,3.972068857,below threshold,14.8669885,3.672976571,below threshold,14.0668775,4.049670455,below threshold,15.69,5.98,1.08,cytosol,15.77,3.43,1.09,cytosol,24.36,7.26,1.68,cytosol,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF MES1/YGR264C, which encodes methionyl-tRNA synthetase"
YOL118C,YOL118C,15.03,4.310962955,below threshold,14.869231,4.492038681,below threshold,15.201384,4.111216486,below threshold,17.28,5.95,1.14,cytosol,15.68,3.38,1.04,cytosol,15.73,5.82,1.04,cytosol,"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data"
YLR019W,PSR2,14.01,4.167636898,below threshold,14.876713,4.381189044,below threshold,13.169471,3.768970954,below threshold,13.96,5.35,0.99,cytosol,14.82,2.76,1.05,cytosol,18.43,5.74,1.31,cytosol,"Functionally redundant Psr1p homolog, a plasma membrane phosphatase involved in the general stress response; required with Psr1p and Whi2p for full activation of STRE-mediated gene expression, possibly through dephosphorylation of Msn2p"
YPL214C,THI6,15.56,4.854127787,below threshold,14.882857,4.506534321,below threshold,16.255814,5.049333504,below threshold,22.64,10.86,1.45,cytosol,14.64,6.09,0.94,cytosol,28.29,5.57,1.81,cytosol,"Bifunctional enzyme with thiamine-phosphate pyrophosphorylase and 4-methyl-5-beta-hydroxyethylthiazole kinase activities, required for thiamine biosynthesis; GFP-fusion protein localizes to the cytoplasm in a punctate pattern"
YOR360C,PDE2,16.05,4.146010311,below threshold,14.883333,4.130444854,below threshold,17.22541,3.925482532,below threshold,16.85,6.21,1.04,cytosol,16.52,2.94,1.02,cytosol,14.28,2.04,0.88,cytosol,"High-affinity cyclic AMP phosphodiesterase, component of the cAMP-dependent protein kinase signaling system, protects the cell from extracellular cAMP, contains readthrough motif surrounding termination codon"
YLR324W,PEX30,14.81,3.579594318,below threshold,14.8848045,3.593302218,below threshold,14.75,3.530154681,below threshold,17.86,5.64,1.2,cytosol,17.09,3.62,1.15,cytosol,17.1,4.15,1.15,cytosol,"Peroxisomal integral membrane protein, involved in negative regulation of peroxisome number; partially functionally redundant with Pex31p; genetic interactions suggest action at a step downstream of steps mediated by Pex28p and Pex29p"
YPL211W,NIP7,15.74,3.267454963,below threshold,14.8924525,3.401141243,below threshold,16.593122,3.101567249,below threshold,15.74,5.98,1,cytosol,16.51,2.92,1.04,cytosol,17.32,3.29,1.1,cytosol,"Nucleolar protein required for 60S ribosome subunit biogenesis, constituent of 66S pre-ribosomal particles; physically interacts with Nop8p and the exosome subunit Rrp43p"
