Protein IDs,Protein name,Gene name,Uniprot,Peptides,Razor Peptides,Unique Peptides,Sequence Coverage [%],Mol. Weight [kDa],PEP,Intensity Exp1,Intensity Exp2,Intensity Exp3,,
YBR085C-A,Uncharacterized protein YBR085C-A,YBR085C-A,O43137,5,5,5,85.9,9.4,2.2E-109,1.5E+07,2.4E+07,1.4E+07,,
YPR183W,Dolichol-phosphate mannose synthase;Dolichol-phosphate mannosyltransferase;Dolichyl-phosphate beta-D-mannosyltransferase;Mannose-P-dolichol synthase,DPM1;P9705.3;SED3;YPR183W,P14020,6,6,6,36.7,30.4,6.7E-145,1.1E+08,6.2E+07,1.4E+07,,
YMR031C,Uncharacterized protein YMR031C,YM9973.04C;YMR031C,Q05050,31,31,31,47.8,93.3,0.0E+00,9.4E+07,1.4E+07,1.4E+07,,
YOL123W,Cleavage factor IB;Nuclear polyadenylated RNA-binding protein 4,HRP1;NAB4;NAB5;YOL123W,Q02741;Q99383,9,9,9,27.3,59.6,2.7E-279,5.6E+07,2.0E+07,1.4E+07,,
YFL002W-A;YGR161W-B;YFL002W-B;YGR161W-A,Capsid protein;Gag-p4;Integrase;Reverse transcriptase/ribonuclease H;Transposon Ty2 TYA-TYB polyprotein;Transposon Ty2-F/Ty2-GR2 Gag polyprotein;Transposon Ty2-F/Ty2-GR2 Gag-Pol polyprotein;Ty2 protease;TY2A-TY2B,F006;FN01;G7015;G7017;TY2A-F;TY2A-GR2;TY2B-F;TY2B-GR1;TY2B-GR2;YFL002W-A;YFL002W-B;YFLWTy2-1 GAG;YFLWTy2-1 POL;YGR038C-D/YGR038C-C;YGR161W-A;YGR161W-B;YGRCTy2-1B POL;YGRWTy2-2 GAG;YGRWTy2-2 POL,Q05369;Q12503;Q99195,24,15,1,19.3,202.0,0.0E+00,2.3E+07,6.5E+07,1.4E+07,,
YDL198C,Putative mitochondrial carrier protein YHM1/SHM1,D1214;SHM1;YDL198C;YHM1,P38988,7,7,7,34,33.2,5.2E-72,2.2E+07,6.0E+06,1.4E+07,,
YOR270C,"Vacuolar pH protein 1;Vacuolar proton pump a subunit;Vacuolar proton translocating ATPase subunit a 1;V-ATPase 95 kDa subunit;V-type proton ATPase subunit a, vacuolar isoform",VPH1;YOR270C,P32563,11,11,11,18.8,95.5,2.5E-271,5.0E+07,1.2E+08,1.4E+07,,
YJR024C,Methylthioribulose-1-phosphate dehydratase,J1545;MDE1;YJR024C;YJR83.18,P47095,3,3,3,22.5,27.4,4.1E-33,1.3E+07,2.1E+07,1.4E+07,,
YDL143W,CCT-delta;T-complex protein 1 subunit delta,ANC2;CCT4;TCP4;YDL143W,P39078;Q07561,15,15,15,44.7,57.6,8.2E-178,1.2E+08,6.4E+07,1.4E+07,,
YPR097W,PX domain-containing protein YPR097W,YPR097W,Q06839,8,8,8,8.5,123.1,1.9E-52,5.8E+06,2.5E+06,1.4E+07,,
YBR286W,Aminopeptidase Y,APE3;YBR2024;YBR286W,P37302;P38154,13,13,13,29.8,60.1,8.9E-299,3.4E+08,1.5E+08,1.4E+07,,
YDR044W,Coproporphyrinogen-III oxidase,HEM13;YD5112.02;YDR044W,P11353,12,12,12,50.3,37.7,0.0E+00,9.6E+07,7.1E+08,1.4E+07,,
YPR108W,26S proteasome regulatory subunit RPN7,P8283.8;RPN7;YPR108W,Q06103,12,12,12,35.9,49.0,2.0E-143,9.1E+07,3.7E+07,1.4E+07,,
YLR069C,"Elongation factor G 1, mitochondrial;Elongation factor G, mitochondrial;Elongation factor G1",L2195;MEF1;YLR069C,P25039;Q6B1Y6;Q99360,7,7,7,10.9,84.6,2.9E-82,3.6E+06,3.2E+06,1.4E+07,,
YGL195W,Translational activator GCN1,G1318;GCN1;YGL195W,P33892,61,61,61,35.1,296.7,0.0E+00,2.6E+08,2.1E+08,1.4E+07,,
YNL117W;YIR031C,"Malate synthase 1, glyoxysomal;Malate synthase 2, glyoxysomal",DAL7;MLS1;MSL2;N1921;SCY_4677;YIR031C;YNL117W,B0KZR8;B0KZS7;B0KZU5;B0KZY1;B0L026;P21826;P30952;Q4KQ64;Q4KQ91;Q4KQC3;Q4KQC4;Q4KQC8,13,13,13,26.5,62.8,1.7E-219,2.9E+07,1.1E+08,1.4E+07,,
YHR007C,CYPLI;Cytochrome P450 51;Cytochrome P450-14DM;Cytochrome P450-LIA1;Erg11p;Lanosterol 14-alpha demethylase;Sterol 14-alpha demethylase,CYP51;ERG11;YHR007C,D3DKV1;P10614,12,12,12,31.9,60.7,0.0E+00,1.5E+08,1.9E+08,1.4E+07,,
YMR038C,Superoxide dismutase 1 copper chaperone,CCS1;LYS7;YM9532.03C;YMR038C,P40202,12,12,12,83.5,27.3,0.0E+00,5.4E+07,6.8E+07,1.4E+07,,
YER012W,Beta 4 subunit of the 20S proteasome; localizes to the nucleus throughout the cell cycle;Macropain subunit C11;Multicatalytic endopeptidase complex subunit C11;Proteasome component C11;Proteinase YSCE subunit 11,PRE1;YER012W,D3DLQ9;P22141,6,6,6,44.9,22.5,5.1E-52,5.0E+07,3.0E+07,1.4E+07,,
YGR167W,Clathrin light chain,CLC1;YGR167W,P17891,17,17,17,53.6,26.5,5.0E-222,8.3E+07,4.1E+07,1.4E+07,,
YPL235W,RuvB-like protein 2;TIP49b homolog;TIP49-homology protein 2,P1060;RVB2;TIH2;TIP49B;YPL235W,Q12464,11,11,11,29.7,51.6,3.2E-183,4.8E+07,2.4E+07,1.4E+07,,
YBR035C,PNP/PMP oxidase;Pyridoxamine 5'-phosphate oxidase,PDX3;YBR0321;YBR035C,P38075,9,9,9,48.2,26.9,1.3E-167,6.4E+07,4.5E+07,1.4E+07,,
YMR092C,Actin-interacting protein 1,AIP1;YM9582.17C;YMR092C,P46680,13,13,13,26.3,67.3,7.0E-126,4.7E+07,1.3E+07,1.4E+07,,
YNL045W,Leukotriene A(4) hydrolase;Leukotriene A-4 hydrolase,N2535;YNL045W,Q10740,18,18,18,39.6,77.4,2.0E-292,2.0E+07,4.9E+07,1.4E+07,,
YGL045W,,,,2,2,2,4.6,60.9,1.0E-03,0.0E+00,0.0E+00,1.4E+07,,
YCR004C,Flavoprotein-like protein YCP4,YCP4;YCR004C;YCR042;YCR4C,P25349,9,8,8,70,26.4,2.7E-193,7.1E+07,4.5E+07,1.4E+07,,
YKL120W,Mitochondrial carrier protein PMT;Mitochondrial oxaloacetate transport protein,OAC1;PMT;PMT1;YKL120W;YKL522,P32332,8,8,8,40.4,35.2,1.7E-132,1.1E+07,1.0E+07,1.4E+07,,
YDL040C,"Amino-terminal, alpha-amino, acetyltransferase 1;N-terminal acetyltransferase A complex subunit NAT1",AAA1;D2720;NAT1;YDL040C,P12945,33,33,33,42.5,98.9,0.0E+00,1.4E+08,5.7E+07,1.4E+07,,
YEL021W,OMP decarboxylase;Orotidine 5'-phosphate decarboxylase;Uridine 5'-monophosphate synthase,URA3;YEL021W,D3DLM7;P03962,5,5,5,18.7,29.2,3.0E-12,0.0E+00,0.0E+00,1.4E+07,,
YOL057W,Dipeptidyl aminopeptidase III;Dipeptidyl arylamidase III;Dipeptidyl peptidase III;Probable dipeptidyl peptidase 3,O1232;YOL057W,O94146;Q05663;Q08225,16,16,16,35.2,80.5,0.0E+00,5.1E+07,1.7E+07,1.3E+07,,
YMR049C,Eukaryotic ribosome biogenesis protein 1;Ribosome biogenesis protein ERB1,ERB1;YM9796.02C;YMR049C,Q04660,11,11,11,16.9,91.7,1.7E-117,5.8E+07,1.0E+07,1.3E+07,,
YLR258W,Glycogen [starch] synthase isoform 2,GSY2;L8479.8;YLR258W,P27472,15,15,13,31.3,80.1,4.1E-193,2.5E+07,7.2E+07,1.3E+07,,
YJL111W,CCT-eta;T-complex protein 1 subunit eta,CCT7;J0804;YJL111W,P42943,17,17,17,40,59.7,0.0E+00,1.8E+08,7.9E+07,1.3E+07,,
YGR124W,Asparagine synthetase [glutamine-hydrolyzing] 2;Glutamine-dependent asparagine synthetase 2,ASN2;G6358;YGR124W,P49090,20,15,15,51.2,64.6,0.0E+00,3.2E+08,1.2E+08,1.3E+07,,
YNL049C,SEC24-related protein 2;SED5-binding protein 2,ISS1;N2505;SFB2;YNL049C;YNL2505C,P53953,6,6,6,7.1,98.9,9.9E-27,5.0E+06,3.0E+07,1.3E+07,,
YDL160C,ATP-dependent RNA helicase DHH1;DExD/H-box helicase 1,DHH1;YDL160C,P39517,15,15,15,46.2,57.5,0.0E+00,6.8E+07,7.3E+07,1.3E+07,,
YHL021C,Aim17p;Uncharacterized oxidoreductase YHL021C,YHL021C,D3DKP4;P23180,11,11,11,30.8,53.1,0.0E+00,1.7E+07,1.0E+08,1.3E+07,,
YGR218W,Chromosome region maintenance protein 1;Exportin-1;Karyopherin-124,CRM1;G8514;KAP124;XPO1;YGR218W,P30822,29,29,29,28.4,124.1,5.6E-281,7.5E+07,6.9E+07,1.3E+07,,
YCR005C,"Citrate synthase, peroxisomal",CIT2;YCR005C;YCR043;YCR5C,P08679,6,4,4,19.1,51.4,9.5E-60,1.6E+06,2.1E+06,1.3E+07,,
YBR263W,"Glycine hydroxymethyltransferase;Serine hydroxymethyltransferase, mitochondrial;Serine methylase",SHM1;SHMT1;YBR1732;YBR263W,P37292,14,14,14,44.5,53.7,1.6E-262,1.6E+08,5.3E+07,1.3E+07,,
YFR004W,26S proteasome regulatory subunit RPN11;Protein MPR1,MPR1;RPN11;YFR004W,P43588;Q8J0T5,6,6,6,34,34.4,6.6E-71,3.0E+07,2.5E+07,1.3E+07,,
YBL050W,alpha-SNAP chaperone;Alpha-soluble NSF attachment protein;N-ethylmaleimide-sensitive factor attachment protein alpha;Vesicular-fusion protein SEC17,SEC17;YBL0505;YBL050W;YBL0517,P32602,11,11,11,53.1,32.8,0.0E+00,2.2E+07,2.8E+07,1.3E+07,,
YER031C,"GTPase of the Ypt/Rab family, very similar to Ypt32p; involved in the exocytic pathway; mediates intra-Golgi traffic or the budding of post-Golgi vesicles from the trans-Golgi;GTP-binding protein YPT31/YPT8;Rab GTPase YPT31",YER031C;YPT31;YPT8,D3DLT0;P38555,8,8,7,58.7,24.5,3.2E-280,1.0E+08,3.4E+07,1.3E+07,,
YDR190C,RuvB-like protein 1;TIP49a homolog;TIP49-homology protein 1,RVB1;TIH1;TIP49A;YDR190C,Q03940,12,12,12,33.9,50.5,0.0E+00,1.1E+08,3.3E+07,1.3E+07,,
YNL290W,Activator 1 40 kDa subunit;Replication factor C subunit 3,N0533;RFC3;YNL290W,P38629,12,12,12,48.5,38.2,2.4E-150,2.4E+07,7.7E+06,1.3E+07,,
YML054C,"Cytochrome b2, mitochondrial;L-lactate dehydrogenase [Cytochrome];L-lactate ferricytochrome C oxidoreductase",CYB2;YM9958.08C;YML054C,P00175,8,8,8,19.1,65.5,1.1E-130,3.6E+06,1.1E+07,1.3E+07,,
YJL001W,Macropain subunit PRE3;Multicatalytic endopeptidase complex subunit PRE3;Proteasome component PRE3;Proteinase YSCE subunit PRE3,J1407;PRE3;YJL001W,P38624,7,7,7,38.6,23.5,6.9E-81,3.6E+07,2.0E+07,1.3E+07,,
YCR020C,Protein PET18,HIT2;PET18;YCR020C;YCR20C,P25362,2,2,2,15.3,25.2,1.1E-33,0.0E+00,0.0E+00,1.3E+07,,
YDL061C,40S ribosomal protein S29-A;40S ribosomal protein S29-B;S36;YS29,L8084.11;RPS29A;RPS29B;RPS36A;RPS36B;YDL061C;YLR388W;YS29A;YS29B,A2TBP5;P05761;P41058,3,3,3,64.3,6.7,7.1E-07,4.1E+08,5.9E+07,1.3E+07,,
YHR107C,Cdc12p;Cell division control protein 12;Septin,CDC12;CLA10;PSL7;YHR107C,D3DL57;P32468,9,9,9,36.1,46.7,2.1E-176,2.2E+07,2.7E+07,1.3E+07,,
YGL078C,ATP-dependent RNA helicase DBP3;DEAD box protein 3;Helicase CA3,DBP3;YGL078C,P20447,17,17,17,43.4,58.8,7.3E-133,1.0E+08,2.3E+07,1.3E+07,,
YML072C,Tricalbin-3,TCB3;YML072C,Q03640,43,43,43,40.3,171.1,0.0E+00,2.0E+08,1.0E+08,1.3E+07,,
YML001W,GTP-binding protein YPT7,VAM4;YM8270.02;YML001W;YPT7,P32939,5,5,5,32.7,23.0,1.2E-54,3.1E+07,2.2E+07,1.3E+07,,
YIR036C,Benzil reductase,YIR036C,P40580;Q54AB5,8,8,8,47.1,28.8,3.2E-63,2.2E+07,9.2E+06,1.2E+07,,
YJL066C,Mitochondrial peculiar membrane protein 1,HRE252;J1111;MPM1;YJL066C,P40364,6,6,6,34.5,28.5,3.6E-138,3.3E+06,1.3E+07,1.2E+07,,
YNL200C,Uncharacterized protein YNL200C,N1370;YNL200C,P40165,12,12,12,79.3,27.5,0.0E+00,5.3E+06,7.7E+07,1.2E+07,,
YEL038W,"2,3-diketo-5-methylthio-1-phosphopentane phosphatase;Enolase-phosphatase E1;Protein with sequence similarity to 2,3-diketo-5-methylthiopentyl-1-phosphate enolase-phosphatases, involved in methionine salvage; found in both the cytoplasm and nucleus;Unknown transcript 4 protein",SYGP-ORF20;UTR4;YEL038W,D3DLL1;P32626,7,7,7,42.7,25.2,2.0E-61,1.3E+07,9.6E+06,1.2E+07,,
YLR447C,Vacuolar proton pump subunit d;V-ATPase 39 kDa subunit;V-ATPase subunit M39;V-type proton ATPase subunit d,L9324.8;VMA6;YLR447C,P32366,5,5,5,31.6,39.8,7.0E-137,3.6E+07,9.8E+07,1.2E+07,,
YOL111C,Mating-deficient protein 2;Translation machinery-associated protein 24;Ubiquitin-like protein MDY2,MDY2;TMA24;YOL111C,Q12285,11,11,11,68.9,23.7,4.0E-195,1.1E+08,3.6E+07,1.2E+07,,
YDR091C,ATP-binding cassette sub-family E member RLI1;RNase L inhibitor;Translation initiation factor RLI1,RLI1;YDR091C,Q03195,14,14,14,30.4,68.3,8.3E-159,1.9E+08,5.6E+07,1.2E+07,,
YER080W,Aim9p;Uncharacterized protein YER080W,YER080W,D3DLY7;P40053,25,25,25,46.6,72.4,0.0E+00,9.6E+07,4.7E+07,1.2E+07,,
YLR335W,Nuclear pore protein NUP2;Nucleoporin NUP2;p95,L8300.9;NUP2;YLR335W,P32499;Q06130,28,28,28,50.1,77.9,0.0E+00,1.4E+08,3.4E+07,1.2E+07,,
YPR010C-A,UPF0495 protein YPR010C-A,YPR010C-A,A5Z2X5,2,2,2,69.4,7.9,1.4E-09,1.6E+07,5.6E+06,1.2E+07,,
YMR110C,Putative fatty aldehyde dehydrogenase HFD1,HFD1;YM9718.09C;YMR110C,Q04458,10,10,10,20.7,60.0,7.1E-92,1.4E+07,1.8E+07,1.2E+07,,
YNL111C,Cytochrome b5,CYB5;N1949;YNL111C,P40312,4,4,4,40.8,13.3,1.5E-65,4.5E+06,1.2E+07,1.2E+07,,
YJR076C,Cell division control protein 11,CDC11;J1833;PSL9;YJR076C,P32458,9,9,9,32.8,47.6,2.2E-118,1.5E+07,1.3E+07,1.2E+07,,
YMR258C,Uncharacterized protein YMR258C,YM9920.12C;YMR258C,Q04847,3,3,3,4.9,64.4,1.4E-08,0.0E+00,3.8E+05,1.2E+07,,
YPL271W,"ATP synthase subunit epsilon, mitochondrial",ATP15;P0345;YPL271W,P21306,3,3,3,90.3,6.7,1.0E-83,4.9E+07,4.0E+07,1.2E+07,,
YBR084W,"C-1-tetrahydrofolate synthase, mitochondrial;Formyltetrahydrofolate synthetase;Methenyltetrahydrofolate cyclohydrolase;Methylenetetrahydrofolate dehydrogenase",MIS1;YBR0751;YBR084W,P09440,23,23,23,30.3,106.2,0.0E+00,2.1E+08,2.5E+07,1.2E+07,,
YDR381W,RNA annealing protein YRA1,D9481.2;D9509.1;YDR381W;YRA1,Q12159,8,8,8,33.2,25.0,1.6E-27,1.4E+08,1.1E+08,1.2E+07,,
YGL068W,"54S ribosomal protein L12, mitochondrial;Mitochondrial-nucleoid protein 1",MNP1;MRPL12;YGL068W,P53163,8,8,8,34.5,20.7,1.1E-186,3.5E+07,1.3E+07,1.2E+07,,
YOL097C,"Tryptophan--tRNA ligase;Tryptophanyl-tRNA synthetase, cytoplasmic",HRE432;WRS1;YOL097C,Q12109,20,20,20,66.9,49.4,1.1E-222,6.8E+07,1.2E+08,1.2E+07,,
YMR183C,Protein SSO2,SSO2;YM8010.13C;YMR183C,P39926,7,7,6,38.6,33.7,0.0E+00,2.7E+07,5.4E+07,1.2E+07,,
YEL031W,"Probable cation-transporting ATPase 1;P-type ATPase, ion transporter of the ER membrane involved in ER function and Ca2+ homeostasis; required for regulating Hmg2p degradation; confers sensitivity to a killer toxin (SMKT) produced by Pichia farinosa KK1",SPF1;YEL031W,D3DLL8;P39986,25,25,25,28.5,135.3,7.4E-212,1.9E+08,7.6E+07,1.2E+07,,
YPR148C,Uncharacterized protein YPR148C,YPR148C,Q06523,14,14,14,44.8,49.3,1.2E-178,5.3E+07,2.7E+07,1.2E+07,,
YBR010W;YNL031C,Histone H3,HHT1;HHT2;N2749;SIN2;YBR010W;YBR0201;YNL031C,P02303;P13996;P61830;Q6B1U3;Q6Q7G9,2,2,2,32.4,15.4,4.9E-28,5.9E+07,3.9E+07,1.2E+07,,
YIL076W,Coatomer subunit epsilon;Epsilon-coat protein,SEC28;YIL076W,P40509,11,11,11,55.7,33.8,0.0E+00,4.7E+07,3.8E+07,1.2E+07,,
YLR038C,Cytochrome c oxidase polypeptide VIb;Cytochrome c oxidase subunit 6B,COX12;YLR038C,Q01519;Q9URA6,4,4,4,67.5,9.8,1.9E-95,3.6E+07,3.5E+06,1.2E+07,,
YHR113W,Cytoplasmic aspartyl aminopeptidase; cleaves unblocked N-terminal acidic amino acid residues from peptide substrates; forms a 12 subunit homo-oligomeric complex; M18 metalloprotease family member; may interact with ribosomes;Putative aspartyl aminopeptidase,YHR113W,D3DL63;P38821,14,14,14,39.8,54.2,2.3E-88,2.3E+07,2.8E+07,1.1E+07,,
YOR042W,Coupling of ubiquitin conjugation to ER degradation protein 5;Ubiquitin-binding protein CUE5,CUE5;YOR042W,Q08412,12,12,12,39.7,46.9,5.0E-183,4.3E+07,1.4E+07,1.1E+07,,
YBL022C,"Lon protease homolog, mitochondrial",LON;PIM1;YBL022C;YBL0440,P13435;P36775,22,22,22,21,127.1,0.0E+00,2.8E+07,8.2E+06,1.1E+07,,
YLR176C,RFX-like DNA-binding protein RFX1,CRT1;L9470.18;RFX1;YLR176C,P48743,1,1,1,1.2,90.6,7.9E-02,0.0E+00,3.0E+05,1.1E+07,,
YGL137W,Beta'-coat protein;Coatomer subunit beta',G2827;SEC27;YGL137W,P41811,23,23,23,49.5,99.4,0.0E+00,8.3E+07,8.6E+07,1.1E+07,,
YKR035W-A,Charged multivesicular body protein 1;DOA4-independent degradation protein 2;Fifty two inhibitor 1;Vacuolar protein-sorting-associated protein 46,CHM1;DID2;FTI1;VPS46;YKR035W-A,P69771,3,3,3,15.7,23.1,1.1E-18,3.6E+06,1.6E+06,1.1E+07,,
YGL011C,Macropain subunit C7-alpha;Multicatalytic endopeptidase complex C7;Proteasome component C7-alpha;Proteasome component Y8;Proteinase YSCE subunit 7;SCL1 suppressor protein,PRC2;PRS2;SCL1;YGL011C,P15708;P21243,11,11,11,57.1,28.0,3.8E-103,5.5E+07,4.7E+07,1.1E+07,,
YOR239W,,,,19,19,19,42.7,71.5,1.0E-217,2.9E+07,2.8E+07,1.1E+07,,
YHR030C,Mitogen-activated protein kinase SLT2/MPK1;Serine/threonine MAP kinase involved in regulating the maintenance of cell wall integrity and progression through the cell cycle; regulated by the PKC1-mediated signaling pathway,MPK1;SLT2;YHR030C,D3DKX7;Q00772,6,6,6,19.8,55.6,9.2E-22,6.7E+06,3.7E+06,1.1E+07,,
YIL043C,Microsomal cytochrome b reductase;NADH-cytochrome b5 reductase 1;P35,CBR;CBR1;CBR5;YIL043C,P38626,14,14,14,57.4,31.5,4.5E-121,6.1E+07,6.5E+07,1.1E+07,,
YHR216W;YAR075W;REV__YHR196W,Inosine-5'-monophosphate dehydrogenase;Inosine-5'-monophosphate dehydrogenase IMD2;Putative inosine-5'-monophosphate dehydrogenase-like protein YAR075W,IMD2;PUR5;YAR075W;YHR216W,D3DLH1;O42831;P38697,19,11,7,53.5,56.5,0.0E+00,7.8E+06,6.9E+07,1.1E+07,,
YNL274C,Putative 2-hydroxyacid dehydrogenase YNL274C,N0631;YNL274C,P53839,8,8,8,34.6,38.8,2.7E-133,8.0E+06,2.3E+06,1.1E+07,,
YOR128C,AIR carboxylase;Phosphoribosylaminoimidazole carboxylase,ADE2;O3293;YOR128C;YOR3293C,P21264,13,13,13,38.4,62.3,6.4E-202,2.0E+07,4.5E+07,1.1E+07,,
YMR104C,Serine/threonine-protein kinase YPK2/YKR2,YKR2;YM9718.03C;YMR104C;YPK2,P18961,7,4,4,13,76.7,7.7E-147,1.8E+06,4.9E+06,1.1E+07,,
YBR080C,Vesicular-fusion protein SEC18,SEC18;YBR0736;YBR080C,P18759;Q07067,22,22,22,35.9,84.1,7.7E-260,1.0E+08,4.8E+07,1.1E+07,,
YMR045C,Capsid protein;Gag-p45;Gag-Pol-p199;Integrase;p190;p23;p54;p60;p84;p90;Pol-p20;Pol-p63;Pol-p71;Reverse transcriptase/ribonuclease H;Transposon Ty1 TYA-TYB polyprotein;Transposon Ty1-MR1 Gag-Pol polyprotein;Ty1 protease;TY1A-TY1B,TY1B-MR1;YM9532.10C;YMR045C;YMRCTy1-3 POL,Q04214,37,6,0,34,198.9,0.0E+00,3.0E+07,6.5E+07,1.1E+07,,
YER156C,Putative uncharacterized protein;UPF0160 protein YER156C,YER156C,D3DM63;P40093,10,10,10,37,38.2,4.1E-150,1.1E+08,2.6E+07,1.1E+07,,
YOL064C,"3'(2'),5'-bisphosphate nucleotidase;3'(2'),5-bisphosphonucleoside 3'(2')-phosphohydrolase;DPNPase;Halotolerance protein HAL2",HAL2;MET22;YOL064C,P32179;Q6RFY5,12,12,12,46.2,39.1,4.2E-242,2.8E+07,2.4E+07,1.1E+07,,
YGR207C,Probable electron transfer flavoprotein subunit beta,G7742;YGR207C,P42940,8,8,8,38.3,28.8,2.8E-111,2.8E+07,1.1E+07,1.1E+07,,
YIR006C;REV__YFL022C,Actin cytoskeleton-regulatory complex protein PAN1;Mitochondrial distribution of proteins protein 3,DIM2;MDP3;MIP3;PAN1;YIB6C;YIR006C,P32521,24,23,22,27.2,160.3,0.0E+00,9.5E+07,3.7E+07,1.1E+07,,
YKL196C,Synaptobrevin homolog YKT6,YKL196C;YKT6,P36015,9,9,9,43,22.7,4.9E-233,4.0E+07,2.2E+07,1.1E+07,,
YML069W,Facilitates chromatin transcription complex subunit POB3;FACT complex subunit POB3,POB3;YML069W,Q04636,9,9,9,18.5,63.0,2.5E-239,3.0E+07,1.1E+07,1.1E+07,,
YJR103W,CTP synthase 2;CTP synthetase 2;UTP--ammonia ligase 2,J1962;URA8;YJR103W,P38627,16,11,11,41.3,63.1,2.5E-122,1.4E+07,1.4E+07,1.1E+07,,
YKR014C,GTP-binding protein YPT52,YK112;YKR014C;YPT52,P36018,12,12,12,67.1,26.1,1.5E-202,5.3E+07,2.5E+07,1.1E+07,,
YGR279C,Probable family 17 glucosidase SCW4;Soluble cell wall protein 4,SCW4;YGR279C,P53334,8,8,8,19.7,40.2,1.6E-95,3.3E+07,9.5E+06,1.1E+07,,
YGL043W,DNA strand transfer protein alpha;DNA strand transferase 1;Pyrimidine pathway regulatory protein 2;Transcription elongation factor S-II,DST1;PPR2;YGL043W,P07273;P24535,7,7,7,36.6,34.8,2.7E-97,3.2E+07,1.0E+07,1.1E+07,,
YDL135C,Rho GDP-dissociation inhibitor,D2175;RDI1;YDL135C,Q12434,7,7,7,62.9,23.1,1.7E-205,2.1E+07,5.0E+07,1.0E+07,,
YGR211W,Zinc finger protein ZPR1,YGR211W;ZPR1,P53303;Q02807;Q02808,11,11,11,27.6,55.1,7.1E-117,6.7E+07,2.1E+07,1.0E+07,,
YDL215C,NAD-specific glutamate dehydrogenase,D0892;GDH2;YDL215C,P33327,29,29,29,34.2,124.3,0.0E+00,6.4E+06,6.2E+07,1.0E+07,,
YOR254C,Protein NPL1;Protein translocation protein SEC63;Sec62/63 complex 73 kDa subunit,NPL1;PTL1;SEC63;YOR254C,P14906;Q08690,14,14,14,27.9,75.3,2.0E-215,9.0E+07,3.5E+07,1.0E+07,,
YMR278W,Glucose phosphomutase;Phosphoglucomutase YMR278W,YM8021.04;YMR278W,Q03262,13,13,13,25.1,71.1,1.6E-89,4.5E+06,7.0E+06,1.0E+07,,
YKL001C,Adenosine-5'-phosphosulfate kinase;Adenylyl-sulfate kinase;ATP adenosine-5'-phosphosulfate 3'-phosphotransferase,MET14;YKL001C,Q02196,8,8,8,56.4,23.1,6.2E-156,0.0E+00,1.1E+07,1.0E+07,,
YNR034W,6-phosphogluconolactonase-like protein 1,N3291;SOL1;YNR034W,P50278,5,5,5,30.8,35.7,1.2E-118,1.8E+06,9.9E+06,1.0E+07,,
YEL002C,Beta subunit of the oligosaccharyl transferase (OST) glycoprotein complex; required for N-linked glycosylation of proteins in the endoplasmic reticulum;Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1;Oligosaccharyl transferase subunit beta,WBP1;YEL002C,D3DLP5;P33767,8,8,8,30.2,49.4,2.9E-50,2.8E+07,2.2E+07,1.0E+07,,
YDL140C,DNA-directed RNA polymerase II subunit RPB1;DNA-directed RNA polymerase III largest subunit;RNA polymerase II subunit B220,D2150;RPB1;RPB220;RPO21;SUA8;YDL140C,P04050;Q12364;Q92315,26,26,26,20.5,191.6,2.0E-172,1.1E+08,7.0E+07,1.0E+07,,
YMR189W,"Glycine cleavage system P protein;Glycine decarboxylase;Glycine decarboxylase complex subunit P;Glycine dehydrogenase [decarboxylating], mitochondrial",GCV2;GSD2;YM9646.01;YMR189W,P49095,11,11,11,14.9,114.5,3.1E-87,1.3E+07,1.2E+06,1.0E+07,,
YKL212W,Phosphoinositide phosphatase SAC1;Recessive suppressor of secretory defect,RSD1;SAC1;YKL212W,P32368,18,18,18,40.3,71.1,0.0E+00,3.1E+07,7.0E+07,1.0E+07,,
YLR195C,Cell division control protein 72;Glycylpeptide N-tetradecanoyltransferase;Myristoyl-CoA:protein N-myristoyltransferase;Peptide N-myristoyltransferase,CDC72;L8167.14;NMT1;YLR195C,P14743,15,15,15,46.6,52.8,0.0E+00,9.7E+06,2.0E+07,1.0E+07,,
YNL209W,Heat shock protein SSB2,N1333;SSB2;YNL209W,P40150,22,1,1,58.7,66.6,0.0E+00,2.9E+07,1.1E+08,1.0E+07,,
YOL049W,Glutathione synthase;Glutathione synthetase,GSH2;YOL049W,Q08220,14,14,13,35.8,55.8,1.6E-232,5.8E+07,2.2E+07,1.0E+07,,
YER052C,Aspartate kinase;Aspartokinase,HOM3;YER052C,D3DLV4;P10869,20,20,20,49.1,58.1,0.0E+00,5.0E+07,7.7E+07,1.0E+07,,
YLR384C,Elongator complex protein 1;Gamma-toxin target 1;Protein IKI3,ELP1;IKI3;L3502.7;TOT1;YLR384C,O00036;Q06706,16,16,16,14.4,153.0,3.9E-151,4.9E+07,1.4E+07,1.0E+07,,
YNR017W,Membrane import machinery protein MIM23;Mitochondrial import inner membrane translocase subunit TIM23;Mitochondrial protein import protein 3;Mitochondrial protein import protein MAS6,MAS6;MIM23;MPI3;N3180;TIM23;YNR017W,P32897,5,5,5,38.3,23.2,3.0E-154,3.0E+07,2.5E+07,9.9E+06,,
YKL054C,Uncharacterized protein YKL054C,YKL054C;YKL308,P35732,19,19,19,29.8,84.0,0.0E+00,1.2E+08,4.2E+07,9.9E+06,,
